SquareFootage,Bedrooms,Location,Price
2920,2,Suburb,292100000
1840,3,Rural,184150000
2464,4,Suburb,246600000
2040,3,Suburb,204150000
860,5,Urban,88250000
1738,4,Urban,176000000
2439,5,Rural,244150000
2889,2,Rural,289000000
824,5,Rural,82650000
1862,5,Urban,188450000
930,3,Suburb,93150000
2052,4,Rural,205400000
907,2,Urban,92800000
971,2,Urban,99200000
2258,2,Rural,225900000
901,4,Urban,92300000
2436,4,Suburb,243800000
1840,5,Urban,186250000
1129,5,Urban,115150000
2320,4,Suburb,232200000
811,2,Rural,81200000
2141,4,Urban,216300000
1015,3,Suburb,101650000
1138,4,Rural,114000000
2599,4,Suburb,260100000
2550,2,Urban,257100000
2308,5,Suburb,231050000
1509,3,Rural,151050000
2023,3,Rural,202450000
1912,3,Rural,191350000
2091,4,Suburb,209300000
1288,2,Suburb,128900000
2361,4,Rural,236300000
846,5,Rural,84850000
1577,2,Rural,157800000
1839,3,Urban,186050000
1510,4,Urban,153200000
1200,2,Urban,122100000
2617,4,Rural,261900000
1049,2,Urban,107000000
1190,3,Rural,119150000
1134,5,Suburb,113650000
1428,5,Rural,143050000
936,4,Rural,93800000
2321,3,Urban,234250000
1626,4,Suburb,162800000
1526,4,Suburb,152800000
2300,2,Suburb,230100000
1789,2,Urban,181000000
1734,2,Urban,175500000
1201,3,Urban,122250000
2266,3,Urban,228750000
1414,4,Urban,143600000
2096,2,Rural,209700000
1982,3,Suburb,198350000
1921,4,Urban,194300000
930,3,Suburb,93150000
1994,4,Urban,201600000
982,5,Rural,98450000
1163,2,Suburb,116400000
838,5,Urban,86050000
2172,4,Rural,217400000
1720,4,Rural,172200000
815,2,Suburb,81600000
1292,2,Urban,131300000
2249,4,Rural,225100000
1931,3,Rural,193250000
1110,2,Rural,111100000
1538,4,Suburb,154000000
1345,2,Suburb,134600000
1050,2,Urban,107100000
1558,5,Urban,158050000
2604,5,Suburb,260650000
2097,3,Suburb,209850000
2431,2,Suburb,243200000
2714,4,Rural,271600000
1613,4,Suburb,161500000
828,2,Urban,84900000
1757,2,Rural,175800000
2832,3,Suburb,283350000
1276,3,Urban,129750000
1117,3,Suburb,111850000
1044,4,Urban,106600000
1547,5,Rural,154950000
1496,3,Rural,149750000
1071,4,Urban,109300000
2571,3,Urban,259250000
2062,4,Rural,206400000
1065,2,Rural,106600000
1720,4,Urban,174200000
1139,2,Urban,116000000
1188,4,Suburb,119000000
2850,5,Suburb,285250000
1965,4,Rural,196700000
1175,2,Rural,117600000
2833,5,Suburb,283550000
945,4,Suburb,94700000
2781,4,Rural,278300000
1092,3,Rural,109350000
1231,5,Urban,125350000
1504,2,Urban,152500000
2798,5,Rural,280050000
1198,2,Suburb,119900000
1763,3,Urban,178450000
2841,3,Rural,284250000
2628,2,Suburb,262900000
2908,2,Suburb,290900000
1738,2,Rural,173900000
1509,3,Urban,153050000
1606,5,Urban,162850000
2263,3,Rural,226450000
2125,4,Suburb,212700000
810,3,Urban,83150000
1885,4,Rural,188700000
2668,4,Urban,269000000
1571,3,Rural,157250000
2394,3,Urban,241550000
2407,3,Urban,242850000
2133,5,Urban,215550000
1684,3,Rural,168550000
2189,2,Rural,219000000
1025,3,Suburb,102650000
1624,4,Urban,164600000
1736,5,Urban,175850000
2711,5,Rural,271350000
2596,4,Urban,261800000
853,5,Rural,85550000
1526,5,Suburb,152850000
2344,2,Urban,236500000
1843,2,Rural,184400000
2713,5,Rural,271550000
2576,3,Urban,259750000
2396,5,Suburb,239850000
2714,2,Rural,271500000
1649,5,Urban,167150000
2909,3,Suburb,291050000
802,3,Rural,80350000
959,2,Suburb,96000000
1580,5,Rural,158250000
1692,2,Urban,171300000
2830,4,Urban,285200000
1379,2,Urban,140000000
2733,2,Suburb,273400000
2180,2,Suburb,218100000
2090,5,Urban,211250000
2440,4,Rural,244200000
1751,5,Suburb,175350000
1787,3,Suburb,178850000
2018,4,Rural,202000000
1720,2,Rural,172100000
2155,2,Urban,217600000
969,2,Suburb,97000000
1320,5,Rural,132250000
2286,3,Rural,228750000
839,4,Urban,86100000
2360,4,Urban,238200000
2218,5,Suburb,222050000
1754,3,Rural,175550000
1783,4,Urban,180500000
1774,5,Suburb,177650000
837,3,Urban,85850000
2074,3,Suburb,207550000
1999,4,Rural,200100000
2425,4,Urban,244700000
1713,3,Suburb,171450000
1253,4,Suburb,125500000
836,5,Rural,83850000
2511,3,Urban,253250000
1595,4,Suburb,159700000
1772,4,Suburb,177400000
1392,5,Suburb,139450000
1937,4,Suburb,193900000
2124,4,Urban,214600000
1117,4,Urban,113900000
2962,2,Suburb,296300000
2146,5,Urban,216850000
2391,5,Urban,241350000
2689,2,Rural,269000000
2887,5,Rural,288950000
2796,4,Suburb,279800000
2572,4,Rural,257400000
2112,4,Urban,213400000
2085,5,Suburb,208750000
1015,5,Rural,101750000
2939,3,Suburb,294050000
2504,2,Suburb,250500000
1162,5,Rural,116450000
2516,3,Urban,253750000
1993,2,Urban,201400000
1155,2,Rural,115600000
990,4,Rural,99200000
1499,4,Rural,150100000
2854,3,Rural,285550000
2980,3,Suburb,298150000
1356,4,Urban,137800000
1625,4,Urban,164700000
1854,2,Rural,185500000
1225,2,Urban,124600000
2374,5,Urban,239650000
2929,4,Urban,295100000
1388,2,Rural,138900000
2812,3,Rural,281350000
2347,2,Urban,236800000
1094,4,Rural,109600000
2785,2,Urban,280600000
2047,4,Rural,204900000
2348,2,Urban,236900000
2490,5,Rural,249250000
1936,5,Urban,195850000
2056,3,Rural,205750000
2864,3,Rural,286550000
1159,4,Urban,118100000
1499,4,Suburb,150100000
1247,4,Urban,126900000
1474,2,Urban,149500000
1807,2,Suburb,180800000
2149,2,Rural,215000000
1385,3,Suburb,138650000
2056,4,Urban,207800000
2047,2,Suburb,204800000
1793,3,Rural,179450000
2235,5,Urban,225750000
1371,4,Urban,139300000
2045,5,Rural,204750000
2884,3,Rural,288550000
1788,4,Urban,181000000
1077,2,Rural,107800000
2019,3,Suburb,202050000
2687,5,Suburb,268950000
1283,5,Suburb,128550000
2065,5,Suburb,206750000
1530,3,Rural,153150000
1840,3,Suburb,184150000
1717,4,Suburb,171900000
1685,4,Urban,170700000
821,5,Rural,82350000
1273,3,Rural,127450000
1503,4,Rural,150500000
1486,3,Urban,150750000
1084,2,Urban,110500000
1515,3,Rural,151650000
1562,5,Suburb,156450000
2050,3,Urban,207150000
1747,5,Urban,176950000
1830,4,Urban,185200000
828,4,Rural,83000000
1706,4,Suburb,170800000
2926,2,Urban,294700000
1369,5,Urban,139150000
2806,2,Rural,280700000
2253,2,Suburb,225400000
1537,4,Urban,155900000
1315,5,Rural,131750000
2800,3,Rural,280150000
838,3,Urban,85950000
1686,5,Rural,168850000
1898,3,Rural,189950000
2623,4,Urban,264500000
2510,4,Rural,251200000
1773,2,Suburb,177400000
2362,4,Suburb,236400000
1788,3,Urban,180950000
820,2,Suburb,82100000
1668,5,Suburb,167050000
883,5,Urban,90550000
2482,2,Rural,248300000
2776,4,Suburb,277800000
2210,2,Rural,221100000
2330,2,Urban,235100000
1369,4,Suburb,137100000
1733,5,Urban,175550000
2780,2,Rural,278100000
2655,5,Urban,267750000
1592,3,Suburb,159350000
1591,4,Urban,161300000
2609,3,Urban,263050000
2094,5,Urban,211650000
2407,3,Rural,240850000
1883,3,Rural,188450000
1784,3,Rural,178550000
2480,2,Rural,248100000
1319,2,Suburb,132000000
1390,4,Rural,139200000
1850,5,Rural,185250000
2509,5,Suburb,251150000
2835,4,Rural,283700000
1148,5,Urban,117050000
1759,5,Rural,176150000
2763,3,Suburb,276450000
1492,3,Urban,151350000
2359,5,Suburb,236150000
1177,4,Urban,119900000
1326,4,Urban,134800000
2059,5,Urban,208150000
2675,4,Suburb,267700000
2563,4,Urban,258500000
1320,3,Urban,134150000
2501,4,Urban,252300000
1816,2,Urban,183700000
1813,3,Urban,183450000
916,2,Rural,91700000
2167,5,Suburb,216950000
1383,4,Urban,140500000
1194,2,Urban,121500000
1887,4,Urban,190900000
871,2,Urban,89200000
1073,3,Urban,109450000
2813,5,Rural,281550000
2143,2,Rural,214400000
1137,3,Urban,115850000
2189,5,Urban,221150000
1406,2,Urban,142700000
965,2,Suburb,96600000
2367,3,Suburb,236850000
2858,5,Rural,286050000
2124,5,Rural,212650000
1528,3,Suburb,152950000
2843,4,Urban,286500000
901,3,Rural,90250000
2215,5,Urban,223750000
1578,3,Urban,159950000
1013,4,Rural,101500000
1911,3,Suburb,191250000
2376,3,Suburb,237750000
2495,2,Suburb,249600000
1391,4,Urban,141300000
2133,5,Urban,215550000
1909,4,Urban,193100000
2939,5,Suburb,294150000
1513,5,Urban,153550000
1735,2,Rural,173600000
2751,4,Urban,277300000
1041,2,Rural,104200000
2843,3,Suburb,284450000
801,4,Urban,82300000
2568,3,Urban,258950000
2749,4,Suburb,275100000
2963,5,Urban,298550000
1717,3,Rural,171850000
889,4,Suburb,89100000
2509,4,Rural,251100000
2969,3,Suburb,297050000
942,2,Rural,94300000
905,4,Rural,90700000
1686,2,Rural,168700000
1227,2,Urban,124800000
2128,2,Urban,214900000
2695,2,Urban,271600000
2794,2,Urban,281500000
1116,5,Urban,113850000
2786,2,Rural,278700000
1434,5,Urban,145650000
2725,4,Rural,272700000
2856,5,Suburb,285850000
2239,5,Rural,224150000
1352,2,Urban,137300000
1515,4,Suburb,151700000
2087,4,Urban,210900000
2513,4,Suburb,251500000
2683,3,Rural,268450000
1907,5,Suburb,190950000
2141,2,Urban,216200000
910,3,Suburb,91150000
1050,2,Rural,105100000
2854,3,Suburb,285550000
1258,4,Rural,126000000
1907,3,Suburb,190850000
1007,4,Rural,100900000
1699,3,Rural,170050000
821,2,Rural,82200000
1209,2,Rural,121000000
1694,3,Urban,171550000
1314,5,Rural,131650000
1608,5,Urban,163050000
1673,3,Rural,167450000
813,5,Suburb,81550000
1770,2,Suburb,177100000
2934,5,Urban,295650000
2360,3,Suburb,236150000
2124,5,Rural,212650000
2066,3,Suburb,206750000
2969,2,Urban,299000000
1549,4,Suburb,155100000
1484,2,Urban,150500000
2727,2,Rural,272800000
1494,3,Rural,149550000
1106,2,Suburb,110700000
2789,2,Suburb,279000000
1461,5,Suburb,146350000
1348,3,Rural,134950000
1111,5,Suburb,111350000
1882,3,Rural,188350000
2537,5,Urban,255950000
1554,5,Suburb,155650000
834,4,Suburb,83600000
1244,2,Urban,126500000
2940,5,Urban,296250000
2782,4,Urban,280400000
2030,5,Urban,205250000
1152,5,Rural,115450000
1702,4,Suburb,170400000
2155,4,Rural,215700000
2548,4,Rural,255000000
958,2,Urban,97900000
2777,2,Suburb,277800000
1756,5,Rural,175850000
2871,2,Rural,287200000
1203,4,Urban,122500000
1315,3,Suburb,131650000
2187,2,Suburb,218800000
1755,4,Suburb,175700000
2999,4,Rural,300100000
2512,4,Urban,253400000
1407,4,Suburb,140900000
2073,5,Rural,207550000
2335,4,Rural,233700000
2241,4,Suburb,224300000
2597,5,Urban,261950000
1094,2,Urban,111500000
1554,3,Suburb,155550000
2194,5,Rural,219650000
985,5,Urban,100750000
2069,2,Rural,207000000
1436,2,Rural,143700000
2091,4,Urban,211300000
1329,2,Rural,133000000
2868,3,Rural,286950000
1593,5,Suburb,159550000
2947,3,Urban,296850000
1277,4,Rural,127900000
2422,3,Urban,244350000
1739,4,Urban,176100000
1325,3,Rural,132650000
801,5,Urban,82350000
1174,3,Suburb,117550000
1352,2,Suburb,135300000
2325,3,Rural,232650000
2651,5,Urban,267350000
1180,4,Rural,118200000
2446,3,Urban,246750000
813,3,Rural,81450000
1303,2,Rural,130400000
2808,4,Urban,283000000
929,4,Suburb,93100000
1637,4,Rural,163900000
2840,5,Suburb,284250000
827,5,Urban,84950000
2913,2,Rural,291400000
2052,3,Urban,207350000
1060,5,Suburb,106250000
2846,4,Urban,286800000
2272,3,Rural,227350000
2247,3,Suburb,224850000
1259,3,Rural,126050000
1100,2,Suburb,110100000
1429,5,Urban,145150000
1069,5,Urban,109150000
2793,3,Rural,279450000
2428,2,Rural,242900000
2601,2,Rural,260200000
1661,5,Suburb,166350000
2080,5,Suburb,208250000
2980,2,Rural,298100000
2599,4,Suburb,260100000
2506,2,Suburb,250700000
1375,4,Urban,139700000
2803,5,Urban,282550000
2107,2,Urban,212800000
2756,2,Rural,275700000
2820,2,Urban,284100000
2455,2,Urban,247600000
2379,3,Suburb,238050000
2647,3,Urban,266850000
2190,5,Suburb,219250000
2542,5,Urban,256450000
2725,2,Rural,272600000
1419,3,Rural,142050000
2074,5,Urban,209650000
1756,4,Urban,177800000
2739,3,Urban,276050000
1768,3,Rural,176950000
2116,3,Suburb,211750000
1843,2,Suburb,184400000
1081,4,Urban,110300000
2966,2,Rural,296700000
1858,5,Suburb,186050000
997,4,Urban,101900000
1882,2,Rural,188300000
1984,3,Rural,198550000
1808,4,Suburb,181000000
2029,3,Rural,203050000
1835,5,Urban,185750000
1289,4,Urban,131100000
1075,5,Suburb,107750000
2039,5,Rural,204150000
2074,5,Suburb,207650000
925,4,Suburb,92700000
1016,5,Rural,101850000
2008,2,Suburb,200900000
2046,2,Rural,204700000
1718,5,Urban,174050000
2117,3,Suburb,211850000
2998,5,Rural,300050000
2461,5,Rural,246350000
1107,3,Rural,110850000
2159,4,Suburb,216100000
2769,4,Urban,279100000
1691,5,Suburb,169350000
1174,2,Urban,119500000
2833,2,Suburb,283400000
2164,2,Suburb,216500000
928,5,Suburb,93050000
1814,2,Urban,183500000
2599,2,Rural,260000000
2181,4,Suburb,218300000
1316,5,Suburb,131850000
2318,4,Urban,234000000
885,3,Suburb,88650000
1998,4,Rural,200000000
1942,5,Rural,194450000
2793,2,Urban,281400000
2961,5,Urban,298350000
1102,4,Rural,110400000
1387,5,Rural,138950000
1786,5,Rural,178850000
2663,4,Urban,268500000
1144,4,Rural,114600000
1613,3,Rural,161450000
2787,3,Rural,278850000
2110,4,Suburb,211200000
2799,5,Urban,282150000
2477,4,Urban,249900000
2127,2,Urban,214800000
1892,3,Urban,191350000
1809,2,Suburb,181000000
1503,5,Suburb,150550000
1374,2,Suburb,137500000
2408,4,Suburb,241000000
1912,4,Suburb,191400000
1487,4,Urban,150900000
1288,2,Urban,130900000
2147,2,Urban,216800000
1293,2,Suburb,129400000
2467,4,Rural,246900000
2437,4,Urban,245900000
818,4,Urban,84000000
1800,2,Rural,180100000
1650,2,Suburb,165100000
2188,5,Rural,219050000
2154,3,Rural,215550000
2167,4,Urban,218900000
1621,2,Urban,164200000
1254,3,Suburb,125550000
2424,2,Rural,242500000
1510,2,Suburb,151100000
2990,4,Rural,299200000
1716,3,Urban,173750000
2296,2,Rural,229700000
2240,3,Suburb,224150000
1104,3,Rural,110550000
1535,4,Suburb,153700000
2763,3,Rural,276450000
2949,5,Urban,297150000
2809,5,Urban,283150000
1761,4,Suburb,176300000
1826,4,Urban,184800000
2932,5,Rural,293450000
2273,4,Rural,227500000
2747,3,Urban,276850000
1977,2,Suburb,197800000
1464,4,Rural,146600000
811,5,Suburb,81350000
1956,2,Rural,195700000
1103,3,Suburb,110450000
2563,2,Suburb,256400000
842,5,Rural,84450000
1743,2,Rural,174400000
2149,5,Suburb,215150000
1690,4,Rural,169200000
1804,4,Urban,182600000
820,5,Rural,82250000
1206,4,Suburb,120800000
1814,3,Rural,181550000
1135,2,Rural,113600000
2638,5,Suburb,264050000
1947,5,Rural,194950000
2627,5,Suburb,262950000
1514,3,Suburb,151550000
850,3,Suburb,85150000
1123,3,Suburb,112450000
1588,5,Urban,161050000
940,3,Urban,96150000
1269,4,Suburb,127100000
1586,2,Rural,158700000
2625,4,Urban,264700000
2157,4,Suburb,215900000
2716,3,Urban,273750000
1763,5,Suburb,176550000
1172,4,Urban,119400000
2492,2,Suburb,249300000
1979,3,Urban,200050000
2471,4,Urban,249300000
905,3,Rural,90650000
2243,2,Urban,226400000
2481,3,Rural,248250000
801,5,Urban,82350000
2937,4,Suburb,293900000
1149,4,Rural,115100000
2086,5,Urban,210850000
1862,2,Rural,186300000
1244,2,Suburb,124500000
1751,3,Suburb,175250000
835,4,Suburb,83700000
1907,2,Suburb,190800000
2275,5,Suburb,227750000
2598,5,Rural,260050000
2645,5,Rural,264750000
2208,2,Urban,222900000
1995,5,Urban,201750000
2199,4,Suburb,220100000
2508,2,Suburb,250900000
2185,2,Rural,218600000
2988,4,Suburb,299000000
2100,5,Suburb,210250000
2043,2,Suburb,204400000
1320,4,Urban,134200000
2606,4,Rural,260800000
809,3,Urban,83050000
1783,5,Suburb,178550000
2456,5,Suburb,245850000
2460,4,Urban,248200000
2999,2,Urban,302000000
1519,3,Rural,152050000
1872,3,Suburb,187350000
1658,2,Suburb,165900000
2116,3,Urban,213750000
2403,2,Rural,240400000
849,3,Rural,85050000
945,2,Suburb,94600000
1714,4,Suburb,171600000
2262,4,Urban,228400000
1380,3,Suburb,138150000
2384,3,Urban,240550000
1282,4,Suburb,128400000
2049,5,Suburb,205150000
1472,2,Suburb,147300000
1430,5,Rural,143250000
1461,3,Suburb,146250000
1787,4,Suburb,178900000
2346,3,Rural,234750000
1449,5,Rural,145150000
1768,4,Suburb,177000000
1900,4,Rural,190200000
1240,4,Rural,124200000
1720,2,Rural,172100000
1569,3,Rural,157050000
2143,5,Urban,216550000
2626,2,Suburb,262700000
1062,5,Urban,108450000
2377,2,Suburb,237800000
1798,4,Rural,180000000
1499,2,Urban,152000000
2403,3,Rural,240450000
2041,3,Rural,204250000
1925,5,Rural,192750000
1990,4,Suburb,199200000
1805,4,Rural,180700000
835,5,Suburb,83750000
1543,3,Suburb,154450000
2564,3,Rural,256550000
1152,5,Suburb,115450000
2722,4,Urban,274400000
872,5,Suburb,87450000
2176,5,Rural,217850000
2714,2,Rural,271500000
1893,5,Urban,191550000
1507,3,Urban,152850000
2604,5,Suburb,260650000
1755,4,Suburb,175700000
959,4,Urban,98100000
2996,3,Rural,299750000
2535,4,Rural,253700000
2385,5,Urban,240750000
866,3,Urban,88750000
857,4,Rural,85900000
1141,5,Rural,114350000
1953,4,Suburb,195500000
1995,2,Urban,201600000
2032,4,Urban,205400000
2294,3,Urban,231550000
2621,5,Rural,262350000
915,5,Suburb,91750000
1461,3,Rural,146250000
2265,2,Urban,228600000
2668,5,Urban,269050000
1816,3,Urban,183750000
1110,4,Urban,113200000
1007,2,Urban,102800000
1432,3,Rural,143350000
2902,4,Suburb,290400000
1456,5,Urban,147850000
2223,5,Urban,224550000
2731,2,Urban,275200000
2479,4,Rural,248100000
1036,3,Rural,103750000
1147,5,Urban,116950000
1429,3,Urban,145050000
2340,3,Urban,236150000
2803,3,Urban,282450000
2071,2,Urban,209200000
1163,3,Rural,116450000
1085,2,Urban,110600000
948,2,Urban,96900000
1907,4,Urban,192900000
1255,5,Rural,125750000
2566,3,Urban,258750000
1599,4,Rural,160100000
1984,4,Suburb,198600000
1812,4,Rural,181400000
2323,4,Urban,234500000
1280,4,Rural,128200000
2486,3,Urban,250750000
2961,4,Rural,296300000
2401,5,Rural,240350000
1140,2,Suburb,114100000
2810,2,Rural,281100000
2666,5,Suburb,266850000
1634,3,Suburb,163550000
2003,2,Rural,200400000
2525,5,Rural,252750000
2489,5,Rural,249150000
1110,4,Suburb,111200000
1061,2,Urban,108200000
2242,4,Urban,226400000
1205,3,Suburb,120650000
2990,2,Suburb,299100000
1141,2,Rural,114200000
2139,5,Rural,214150000
1043,2,Urban,106400000
1289,3,Urban,131050000
811,3,Urban,83250000
1360,2,Rural,136100000
841,5,Rural,84350000
1393,3,Suburb,139450000
2252,4,Rural,225400000
2626,3,Urban,264750000
2493,2,Suburb,249400000
933,4,Rural,93500000
1747,2,Urban,176800000
872,2,Rural,87300000
1198,2,Suburb,119900000
2228,5,Rural,223050000
929,5,Urban,95150000
2611,3,Suburb,261250000
2801,2,Urban,282200000
1065,4,Suburb,106700000
2360,4,Rural,236200000
2785,4,Rural,278700000
1592,5,Urban,161450000
2112,5,Rural,211450000
963,2,Suburb,96400000
894,4,Rural,89600000
2605,4,Rural,260700000
1933,5,Rural,193550000
1621,5,Rural,162350000
1037,4,Rural,103900000
2760,4,Rural,276200000
1848,3,Rural,184950000
2476,5,Rural,247850000
1763,2,Urban,178400000
1336,2,Urban,135700000
2403,4,Rural,240500000
2779,5,Urban,280150000
927,2,Rural,92800000
891,5,Rural,89350000
1342,4,Rural,134400000
1645,4,Urban,166700000
2481,4,Suburb,248300000
2651,5,Rural,265350000
1189,2,Rural,119000000
2684,3,Suburb,268550000
842,2,Urban,86300000
1053,5,Suburb,105550000
1883,2,Rural,188400000
2340,3,Suburb,234150000
2753,2,Rural,275400000
1441,3,Urban,146250000
1489,5,Urban,151150000
2076,4,Urban,209800000
2750,3,Rural,275150000
1879,5,Urban,190150000
2286,4,Suburb,228800000
1256,3,Urban,127750000
1782,4,Rural,178400000
2930,2,Suburb,293100000
1922,5,Suburb,192450000
948,5,Suburb,95050000
2152,5,Suburb,215450000
1979,5,Rural,198150000
989,3,Urban,101050000
1682,2,Suburb,168300000
1199,4,Urban,122100000
1408,5,Urban,143050000
2595,5,Urban,261750000
2438,3,Urban,245950000
2375,3,Rural,237650000
2948,3,Suburb,294950000
2182,2,Suburb,218300000
2203,4,Urban,222500000
1619,2,Suburb,162000000
